Tstart,Tend,Bx,By,Bz,Bmag_avg,Ni_avg,Vx,Vy,Vz,VSW,Vth_mag_Ion,Vth_para_Ion,Vth_perp_Ion,Ne,Ue,Te,,Ti,Ti_para,Ti_perp, ,VA,Beta,Beta_para,Beta_perp,Omega_i,omega_pi,omega_pe,rho_i,rho_s,rho_c,d_i,d_e,sigma_i,Lperp,lambda_d, ,f_di,f_rhoi,f_rhos,f_rhoc,f_lambdad,f_lambdad scaled,,f_brk,k_brk,l_brk,,eps0,8.85E-12
2010-12-19T20:59:00.700000, 2010-12-19T21:09:00.724000,4.469514E-09,-1.771635E-09,1.453091E-09,5.253944E-09,10505326.38,-378572.712,-11421.93735,18203.62383,379250.6757,28738.99333,27967.11395,29108.66259,7436668.941,305273.542,111299.9048,,4.74E+04,5.13E+04,3.35E+09, ,3.535735E+04,0.6606686479,0.6256564101,0.6777743025,5.03E-01,4267.27658,153846.0681,5.78E+04,6.27E+04,1.27E+05,7.12E+04,1.95E+03,5.56E+04,603596197.1,37137.66687, ,8.48E-01,1.04E+00,9.63E-01,4.76E-01,1.6252938,0.3458071915,,0.8012672535,0.00001327488903,75330.19658,,,
2010-12-19T21:11:38.044000, 2010-12-19T21:21:38.068000,3.722006E-09,-2.681395E-09,-1.222233E-09,4.816110E-09,10981091.36,-381921.9384,-15964.43956,7363.855764,382341.4145,28396.0452,26910.78343,29100.35632,6899359.331,316262.0622,114865.3433,,4.39E+04,5.13E+04,2.88E+09, ,3.170098E+04,0.8023621602,0.7206218123,0.8426579739,4.61E-01,4362.834811,148184.0838,6.31E+04,7.22E+04,1.29E+05,7.04E+04,2.02E+03,5.83E+04,608515260.7,40240.08642, ,8.64E-01,9.65E-01,8.43E-01,4.73E-01,1.512211615,0.3217471521,,0.2611352758,0.000004291351305,233026.8321,,,
2010-12-19T21:21:38.068000, 2010-12-19T21:31:38.092000,3.657604E-09,-2.680462E-09,-1.856690E-09,5.002656E-09,13013998.13,-381383.4898,-13064.58319,2367.712232,381678.6661,27856.79835,29068.00433,27147.33362,9479227.119,338829.8977,102749.4927,,5.12E+04,4.46E+04,5.44E+09, ,3.024784E+04,0.8481521995,0.9235104715,0.8055003842,4.79E-01,4749.538225,173693.5301,5.67E+04,5.68E+04,1.22E+05,6.15E+04,1.73E+03,6.07E+04,607460463.9,33692.27097, ,9.88E-01,1.07E+00,1.07E+00,4.97E-01,1.802966812,0.3836099601,,0.1589984278,0.000002617428412,382054.3841,,,
2010-12-20T00:21:19.915000, 2010-12-20T00:31:19.939000,4.442162E-10,-6.010115E-09,5.776001E-09,8.361824E-09,12072445.63,-392376.3781,-6235.187811,18976.76797,392891.8807,20327.61434,19363.39804,20727.1013,5907333.744,416312.7176,101425.4226,,2.27E+04,2.60E+04,2.11E+09, ,5.249312E+04,0.1499574413,0.1360687335,0.1559094129,8.01E-01,4574.500152,137117.5141,2.59E+04,3.87E+04,9.10E+04,6.68E+04,2.19E+03,2.42E+04,625306849.1,31658.58548, ,9.36E-01,2.42E+00,1.62E+00,6.87E-01,1.975157259,0.4202462253,,0.3055300499,0.000004886081935,204662.9617,,,
2010-12-20T00:48:45.151000, 2010-12-20T00:58:45.175000,-1.849673E-10,-5.306558E-09,6.290644E-09,8.248936E-09,12636666.1,-392130.6339,-7646.984622,17624.93308,392601.7623,21403.27055,20877.57343,21634.10632,6935456.274,400244.8047,99099.15891,,2.64E+04,2.83E+04,2.91E+09, ,5.061517E+04,0.178812903,0.1701369376,0.1826907215,7.90E-01,4680.176941,148571.2223,2.74E+04,3.75E+04,9.12E+04,6.47E+04,2.02E+03,2.64E+04,624845111.3,30136.24307, ,9.65E-01,2.28E+00,1.67E+00,6.85E-01,2.073400822,0.441149111,,0.2246246548,0.000003594885369,278172.9867,,,
2010-12-20T01:39:56.203000, 2010-12-20T01:49:56.226000,2.487336E-09,-6.873463E-09,-2.006557E-10,7.438408E-09,11956824.4,-383840.8975,-15393.52671,10748.26998,384330.4112,28838.53332,30969.43913,27683.71788,6413275.47,395683.3419,104873.6026,,5.81E+04,4.64E+04,2.49E+09, ,4.692141E+04,0.377749759,0.4356367785,0.3481021353,7.13E-01,4552.541809,142868.7104,3.89E+04,3.69E+04,1.07E+05,6.32E+04,2.10E+03,4.35E+04,611680847.2,30375.70774, ,9.68E-01,1.57E+00,1.66E+00,5.73E-01,2.013717186,0.4284504651,,0.2425452692,0.000003965225825,252192.4461,,,
2010-12-20T04:20:37.434000, 2010-12-20T04:30:37.457000,5.041117E-09,-2.570418E-09,-6.610534E-09,8.753637E-09,11731346.86,-387531.1273,3513.963688,11854.2655,387736.1772,17289.42263,16770.12376,17532.05422,5886587.041,355243.9728,119918.5154,,1.70E+04,1.86E+04,2.10E+09, ,5.574599E+04,0.09619084698,0.09049931727,0.09890958456,8.39E-01,4509.412406,136876.5223,2.09E+04,3.92E+04,8.74E+04,6.74E+04,2.19E+03,2.00E+04,617101292.2,31838.95795, ,9.15E-01,2.95E+00,1.57E+00,7.06E-01,1.938195632,0.4123820494,,0.2994646438,0.000004852763195,206068.1636,,,
2010-12-20T04:40:47.233000, 2010-12-20T04:50:47.257000,4.818623E-09,-1.864003E-09,-7.623374E-09,9.226470E-09,8430138.31,-383957.3436,2661.415964,4923.911991,384003.0773,15939.06198,14827.95986,16459.77355,4298310.304,362032.1486,132367.5683,,1.33E+04,1.64E+04,1.12E+09, ,6.931341E+04,0.05287994744,0.04576445549,0.05639144302,8.84E-01,3822.639713,116962.343,1.86E+04,4.15E+04,9.78E+04,8.10E+04,2.56E+03,1.68E+04,611159879.2,34977.91953, ,7.55E-01,3.28E+00,1.47E+00,6.25E-01,1.747273387,0.3717602951,,0.2190009663,0.000003583366215,279067.2066,,,
2010-12-20T06:05:55.717000, 2010-12-20T06:15:55.741000,4.438388E-09,-4.416244E-10,-7.131840E-09,8.442814E-09,10982335.1,-379259.4141,-6426.349382,7222.061647,379392.2412,21995.13449,20633.77281,22637.20186,5744841.52,370873.8204,108200.2607,,2.58E+04,3.10E+04,2.00E+09, ,5.556981E+04,0.1566662578,0.1378730919,0.1659463533,8.09E-01,4363.081876,135218.5279,2.80E+04,4.05E+04,9.62E+04,7.07E+04,2.22E+03,2.55E+04,603821505.6,32406.02964, ,8.54E-01,2.16E+00,1.49E+00,6.27E-01,1.863299862,0.3964467791,,0.4753719763,0.00000787272351,127020.8459,,,
2010-12-20T06:36:55.957000, 2010-12-20T06:46:55.981000,4.214038E-09,-1.655019E-09,-5.971451E-09,7.511941E-09,13054564.09,-381721.2184,-4386.116361,12021.77911,381941.0674,25624.43247,24130.68907,26338.80743,6931353.703,382250.1381,99909.5647,,3.53E+04,4.20E+04,2.91E+09, ,4.534924E+04,0.3192776777,0.2831388686,0.3373278971,7.20E-01,4756.934864,148527.2732,3.66E+04,4.36E+04,9.83E+04,6.48E+04,2.02E+03,3.35E+04,607878088.4,32114.30907, ,9.38E-01,1.66E+00,1.40E+00,6.18E-01,1.892857439,0.4027356254,,0.3664012273,0.000006027544573,165905.0361,,,
2010-12-20T07:24:28.692000, 2010-12-20T07:34:28.716000,2.456578E-09,2.770265E-09,-5.823162E-09,6.943305E-09,14392844.72,-380845.303,-13743.70791,20694.19172,381655.7901,26796.86711,28330.15881,25984.33236,7696457.279,385976.736,96722.70591,,4.86E+04,4.09E+04,3.59E+09, ,3.992013E+04,0.4505927403,0.5036329819,0.423681275,6.65E-01,4994.814195,156510.1864,3.91E+04,3.90E+04,1.01E+05,5.82E+04,1.92E+03,4.26E+04,607424055.5,29856.48607, ,1.04E+00,1.55E+00,1.56E+00,6.03E-01,2.034479389,0.4328679552,,0.1497041022,0.000002464573157,405749.7735,,,
2010-12-20T12:46:34.763000, 2010-12-20T12:56:34.786000,-4.107954E-09,5.749847E-09,-1.770635E-09,7.303922E-09,1999838.323,-390101.684,42049.94115,-14834.77813,392654.8061,32927.98425,30806.32086,33884.58173,2642918.436,343590.4356,123214.0862,,5.75E+04,6.95E+04,4.23E+08, ,1.126569E+05,0.08543088004,0.07477634928,0.09046672065,7.00E-01,1861.844733,91714.72273,4.84E+04,5.01E+04,2.10E+05,1.66E+05,3.27E+03,4.40E+04,624929533.2,42483.74027, ,3.77E-01,1.29E+00,1.25E+00,2.98E-01,1.470985203,0.3129755752,,0.5050067112,0.000008081018488,123746.7779,,,
2010-12-20T13:37:13.890000, 2010-12-20T13:47:13.914000,-3.714443E-09,5.603954E-09,1.006663E-10,6.746267E-09,1889777.396,-398368.0829,38216.66155,8262.983026,400286.4459,40368.19938,36075.2137,42326.19228,2925880.104,351968.4001,135470.696,,7.88E+04,1.09E+05,5.19E+08, ,1.070427E+05,0.1422212119,0.113580413,0.1563522084,6.46E-01,1809.886507,96499.58377,6.55E+04,6.07E+04,2.29E+05,1.74E+05,3.11E+03,5.58E+04,637075665.1,45318.86998, ,3.67E-01,9.73E-01,1.05E+00,2.78E-01,1.405762468,0.2990983975,,0.2827980972,0.000004439003288,225275.7962,,,
2010-12-20T14:39:34.150000, 2010-12-20T14:49:34.174000,-4.451132E-09,5.111776E-09,-2.904448E-10,6.794542E-09,1773883.219,-397029.2583,36113.6798,14030.08563,398939.0127,39127.2813,35733.16782,40703.30049,2846601.678,345396.6721,135779.0938,,7.73E+04,1.00E+05,4.91E+08, ,1.112748E+05,0.123641977,0.1031215978,0.133802999,6.51E-01,1753.511143,95183.2496,6.25E+04,5.86E+04,2.33E+05,1.78E+05,3.15E+03,5.49E+04,634931158.6,44864.5115, ,3.57E-01,1.02E+00,1.08E+00,2.73E-01,1.415219151,0.3011104576,,0.3055664141,0.000004812591255,207788.2677,,,
2010-12-20T14:49:34.174000, 2010-12-20T14:59:34.198000,-4.830131E-09,4.544998E-09,-8.181578E-10,6.700038E-09,1818109.543,-399444.3527,38096.1003,1101.37974,401266.4853,44810.70418,46614.03498,43853.6927,2874990.696,336890.7714,133755.332,,1.32E+05,1.16E+05,5.01E+08, ,1.083843E+05,0.1709350118,0.1849698244,0.163711741,6.42E-01,1775.235772,95656.70104,6.83E+04,4.87E+04,2.38E+05,1.65E+05,3.13E+03,7.26E+04,638635446.4,41262.99771, ,3.86E-01,9.35E-01,1.31E+00,2.68E-01,1.547719463,0.3293020133,,0.4321095669,0.000006766138168,147794.7945,,,
2010-12-20T15:15:03.766000, 2010-12-20T15:25:03.790000,-4.801908E-09,4.364296E-09,-3.318869E-10,6.521024E-09,2099730.866,-401954.7878,39986.76405,-7706.118096,404014.0398,44855.89165,49557.49983,42239.64604,3188476.751,349984.3169,132181.2136,,1.49E+05,1.08E+05,6.16E+08, ,9.815965E+04,0.208820416,0.2548899693,0.1851716553,6.25E-01,1907.777988,100736.9516,6.76E+04,4.51E+04,2.27E+05,1.48E+05,2.98E+03,7.93E+04,643008315.1,38987.87038, ,4.35E-01,9.51E-01,1.43E+00,2.83E-01,1.649252213,0.3509047262,,0.7544974064,0.00001173386702,85223.39636,,,
2010-12-20T15:42:50.713000, 2010-12-20T15:52:50.737000,-4.812344E-09,4.527391E-09,-4.138609E-12,6.614584E-09,2203714.956,-399642.8515,39730.24715,-5708.167855,401657.3946,46905.81197,45753.25354,47466.761,3087656.115,345371.6793,135698.2712,,1.27E+05,1.36E+05,5.77E+08, ,9.719050E+04,0.2329194064,0.2216135563,0.2385237087,6.34E-01,1954.446231,99131.49135,7.49E+04,5.48E+04,2.27E+05,1.55E+05,3.02E+03,7.22E+04,639257597.7,42802.50728, ,4.12E-01,8.53E-01,1.17E+00,2.81E-01,1.493505027,0.317767027,,0.371401154,0.000005809882516,172120.52,,,
2010-12-20T17:29:18.181000, 2010-12-20T17:39:18.205000,-4.331528E-09,2.316132E-09,3.973747E-09,6.526666E-09,3275527.369,-388460.8095,13551.48563,24107.67436,389543.8654,40918.80204,43315.34524,39608.9132,3968682.429,344321.5342,124853.3146,,1.14E+05,9.50E+04,9.54E+08, ,7.865925E+04,0.2706114702,0.303238221,0.2535632048,6.25E-01,2382.794745,112388.1058,6.34E+04,4.70E+04,1.91E+05,1.22E+05,2.67E+03,6.93E+04,619978317.4,37665.74163, ,5.09E-01,9.79E-01,1.32E+00,3.24E-01,1.646000558,0.3502128846,,0.28276566,0.000004560895955,219255.1661,,,
2010-12-20T19:03:35.444000, 2010-12-20T19:13:35.468000,-3.571961E-09,3.086750E-09,6.740021E-10,5.973270E-09,6094220.433,-412055.2784,17268.90124,31506.74265,413714.6785,39902.86877,47624.80972,35300.58921,6820416.136,355117.7039,111039.3488,,1.37E+05,7.55E+04,2.82E+09, ,5.277790E+04,0.5716155885,0.8142585567,0.4473626608,5.72E-01,3250.162662,147333.8759,6.17E+04,3.92E+04,1.65E+05,8.16E+04,2.03E+03,8.32E+04,658447361.2,31034.43932, ,8.07E-01,1.07E+00,1.68E+00,3.99E-01,2.121666689,0.4514184445,,0.3141627809,0.000004771266459,209587.9592,,,
2010-12-20T20:26:38.348000, 2010-12-20T20:36:38.372000,2.200496E-09,1.698011E-09,-5.820453E-09,6.557266E-09,7366460.768,-373373.2531,16644.78162,-17375.72608,374153.2671,23606.35305,23334.68517,23720.42363,5572404.024,362389.5699,123181.68,,3.30E+04,3.41E+04,1.88E+09, ,5.269778E+04,0.2006656747,0.1960736282,0.202609673,6.28E-01,3573.349187,133173.703,3.78E+04,5.16E+04,1.21E+05,8.43E+04,2.25E+03,3.71E+04,595483419.3,36263.83346, ,7.06E-01,1.58E+00,1.15E+00,4.90E-01,1.64208624,0.3493800511,,0.2073321822,0.000003481745679,287212.247,,,
2010-12-20T21:21:52.279000, 2010-12-20T21:31:52.303000,3.406608E-09,-4.056950E-09,-1.962031E-09,5.822925E-09,4470081.45,-388402.4993,3458.730472,13767.84397,388674.415,38989.19017,43706.91674,36344.28611,4688900.5,359933.0452,127015.2758,,1.16E+05,8.00E+04,1.33E+09, ,6.007344E+04,0.4212340199,0.5293407773,0.3660220884,5.58E-01,2783.580181,122161.03,6.52E+04,4.83E+04,1.79E+05,1.00E+05,2.45E+03,7.84E+04,618594543.9,36735.28637, ,6.16E-01,9.49E-01,1.28E+00,3.46E-01,1.683924654,0.3582818413,,0.1262325291,0.000002040634376,490043.6901,,,
2010-12-20T23:29:53.175000, 2010-12-20T23:39:53.199000,3.833534E-09,-1.934090E-09,-1.733685E-09,4.658075E-09,5694616.681,-412503.3823,50564.37864,-2246.163949,415607.9823,41731.04279,43031.92623,40826.99735,5123807.222,366724.8023,135098.5443,,1.12E+05,1.01E+05,1.59E+09, ,4.257682E+04,0.96066521,1.021492453,0.9194930907,4.46E-01,3141.798047,127700.7853,9.15E+04,7.10E+04,1.90E+05,9.34E+04,2.35E+03,9.64E+04,661460647.6,43077.08166, ,7.09E-01,7.23E-01,9.32E-01,3.49E-01,1.535527994,0.3267080837,,0.1262647291,0.000001908877414,523868.1083,,,
2010-12-21T00:17:05.762000, 2010-12-21T00:27:05.786000,3.566472E-09,-3.015996E-09,-1.310274E-11,4.717677E-09,5226716.278,-410724.9489,55683.13932,-2762.65243,414493.0065,41549.34711,46528.47401,38769.69812,4723928.227,382797.9529,140157.258,,1.31E+05,9.10E+04,1.35E+09, ,4.501039E+04,0.8521240351,1.068592265,0.7419237035,4.52E-01,3009.95831,122616.4738,8.58E+04,6.27E+04,1.96E+05,9.29E+04,2.44E+03,1.03E+05,659686108.7,41494.75899, ,7.10E-01,7.69E-01,1.05E+00,3.37E-01,1.589805857,0.3382565652,,0.3241441174,0.000004913611385,203516.2982,,,
2010-12-21T01:59:42.770000, 2010-12-21T02:09:42.794000,2.813805E-09,-2.036010E-09,-2.213037E-09,4.139623E-09,4346068.317,-400604.4084,41715.74188,-3284.195048,402785.934,40581.06904,43665.13724,38934.63997,4168576.473,347117.3549,141250.3518,,1.15E+05,9.18E+04,1.05E+09, ,4.331233E+04,0.8778571387,1.016357595,0.8080704103,3.97E-01,2744.696268,115183.7103,9.82E+04,7.68E+04,2.15E+05,1.05E+05,2.60E+03,1.10E+05,641053724.1,46530.69462, ,6.12E-01,6.53E-01,8.35E-01,2.98E-01,1.37770074,0.293127817,,0.4518637925,0.00000704876636,141868.7965,,,
2010-12-21T06:21:16.680000, 2010-12-21T06:31:16.704000,3.200662E-09,-2.404498E-09,-9.269772E-10,4.137047E-09,3159889.987,-386184.3628,35294.20168,4319.577704,387819.7999,35277.19741,33560.60071,36086.64552,3291154.857,369551.2719,145409.3536,,6.82E+04,7.89E+04,6.56E+08, ,5.076372E+04,0.4829267309,0.4370715577,0.5053428452,3.96E-01,2340.3564,102346.1089,9.11E+04,9.40E+04,2.16E+05,1.31E+05,2.93E+03,8.47E+04,617234381.8,53429.62928, ,4.71E-01,6.78E-01,6.57E-01,2.86E-01,1.155228644,0.2457933285,,0.2068391295,0.000003351062994,298412.7728,,,
2010-12-21T06:45:31.016000, 2010-12-21T06:55:31.040000,3.794436E-09,-2.153100E-09,-7.000920E-10,4.421198E-09,3065529.595,-384417.5954,34734.74226,611.2010039,385986.1664,34524.05218,30366.72998,36412.24687,3080513.996,364823.6655,141397.4081,,5.59E+04,8.03E+04,5.75E+08, ,5.507902E+04,0.3928901212,0.3039650391,0.4370413584,4.24E-01,2305.147787,99016.77345,8.60E+04,9.67E+04,2.09E+05,1.37E+05,3.03E+03,7.17E+04,614316063.4,54884.70777, ,4.48E-01,7.15E-01,6.35E-01,2.94E-01,1.119284566,0.2381456524,,0.7330236058,0.0000119323529,83805.76813,,,
2010-12-21T07:58:39.784000, 2010-12-21T08:08:39.808000,2.858689E-09,-1.966542E-09,-2.753525E-10,3.497460E-09,3454297.24,-388555.4658,35485.02762,441.0986738,390177.1832,36218.85552,39713.60584,34324.78877,3532567.052,378841.9281,140723.417,,9.55E+04,7.14E+04,7.56E+08, ,4.104611E+04,0.7786199689,0.9361269194,0.6993133816,3.35E-01,2446.954366,106033.326,1.02E+05,8.79E+04,2.35E+05,1.16E+05,2.83E+03,1.19E+05,620986273.9,51090.91035, ,5.35E-01,6.06E-01,7.06E-01,2.65E-01,1.215453531,0.2586071343,,0.2308318127,0.000003717180595,269021.0966,,,
2010-12-21T08:12:16.008000, 2010-12-21T08:22:16.031000,3.362032E-09,-2.290521E-09,-1.166747E-09,4.252356E-09,3003666.304,-381266.2687,31619.96805,-185.4125558,382580.7057,33070.28533,29231.92149,34758.48677,3121552.727,362407.6627,143453.3132,,5.18E+04,7.32E+04,5.90E+08, ,5.351837E+04,0.3818301404,0.2983383273,0.4218091972,4.07E-01,2281.769962,99674.14404,8.53E+04,1.00E+05,2.10E+05,1.38E+05,3.01E+03,7.18E+04,608896104.4,55594.89393, ,4.41E-01,7.14E-01,6.06E-01,2.90E-01,1.09523746,0.2330292469,,0.5225184789,0.000008581406173,116531.0183,,,
2010-12-21T12:15:53.794000, 2010-12-21T12:25:53.818000,2.192807E-09,-2.891805E-09,-8.077464E-10,3.722638E-09,2350825.916,-370109.6651,22558.03833,365.1538941,370800.9773,28238.14786,29639.12017,27506.06681,2732830.7,334212.5046,154997.6774,,5.32E+04,4.58E+04,4.52E+08, ,5.295898E+04,0.2843107067,0.3132213913,0.2697601448,3.57E-01,2018.627811,93261.74584,7.71E+04,9.31E+04,2.28E+05,1.45E+05,3.21E+03,8.31E+04,590148084.4,55165.82703, ,4.08E-01,7.65E-01,6.34E-01,2.59E-01,1.069771118,0.2276108761,,0.2762600474,0.000004681198748,213620.4963,,,
2010-12-21T13:10:07.190000, 2010-12-21T13:20:07.214000,3.747189E-10,-1.178966E-09,-1.573587E-09,2.099646E-09,3584804.938,-361422.7214,11616.57642,169.5749311,361614.9494,34542.63946,33918.1554,35483.66307,3754202.234,309672.7819,141149.6123,,6.97E+04,7.63E+04,8.54E+08, ,2.418869E+04,2.039323881,1.96625399,2.15194942,2.01E-01,2492.750327,109309.0221,1.76E+05,1.78E+05,2.92E+05,1.24E+05,2.74E+03,1.69E+05,575528066.9,68303.49938, ,4.66E-01,3.26E-01,3.24E-01,1.97E-01,0.8426040718,0.1792774621,,0.1886912911,0.000003278576701,305010.4027,,,
2010-12-21T14:09:55.189000, 2010-12-21T14:19:55.213000,4.660017E-10,-1.688014E-09,-2.377794E-09,3.636412E-09,3845050.613,-360703.411,8369.784563,-21553.8748,361620.9419,25641.13492,31779.10738,21919.02881,3745313.341,324556.8764,126143.0991,,6.12E+04,2.91E+04,8.50E+08, ,4.045024E+04,0.4018207031,0.6172217342,0.2936300077,3.48E-01,2581.648122,109179.539,6.29E+04,6.39E+04,1.90E+05,9.93E+04,2.75E+03,9.12E+04,575537604.2,43391.54725, ,5.80E-01,9.15E-01,9.01E-01,3.02E-01,1.326381843,0.2822089029,,0.1885942802,0.000003276836801,305172.354,,,
2010-12-21T16:36:22.569000, 2010-12-21T16:46:22.592000,1.295154E-10,-2.871004E-09,-1.600998E-09,3.408338E-09,3842690.148,-346359.0119,-3321.965147,-19057.7125,347069.497,21631.39682,25680.87862,19240.93733,3654301.493,311185.5264,136170.1495,,3.99E+04,2.24E+04,8.09E+08, ,3.792486E+04,0.3253277836,0.4585342515,0.2573975899,3.26E-01,2580.855568,107844.8386,5.89E+04,7.69E+04,1.82E+05,1.03E+05,2.78E+03,7.87E+04,552378260.5,47168.66465, ,5.35E-01,9.37E-01,7.18E-01,3.04E-01,1.17107038,0.2491639107,,0.1497758618,0.000002711472782,368803.2595,,,
2010-12-21T18:19:50.268000, 2010-12-21T18:29:50.292000,-2.312257E-10,-2.748280E-09,-3.894353E-10,3.233157E-09,3285607.448,-347033.8222,-12466.52399,-7764.910817,347356.0574,19928.47368,22813.10584,18270.99683,3466467.415,304126.2288,134581.4418,,3.15E+04,2.02E+04,7.28E+08, ,3.890612E+04,0.2623688044,0.3438214378,0.2205406273,3.10E-01,2386.458324,105036.6201,5.90E+04,8.62E+04,1.89E+05,1.15E+05,2.85E+03,7.37E+04,552834335.5,50200.74152, ,4.80E-01,9.37E-01,6.41E-01,2.93E-01,1.10124735,0.2343079467,,0.2946576005,0.000005329943919,187619.2349,,,
2010-12-21T20:58:05.403000, 2010-12-21T21:08:05.427000,4.801020E-10,-3.493479E-10,-6.885829E-10,1.515992E-09,3661579.495,-363046.816,1128.593826,961.5668953,363053.4205,29266.96112,31915.76909,27759.97759,3329834.125,313336.0807,141207.6869,,6.17E+04,4.67E+04,6.72E+08, ,1.728071E+04,2.868349543,3.411044941,2.580566382,1.45E-01,2519.302114,102945.7631,1.91E+05,2.04E+05,3.33E+05,1.13E+05,2.91E+03,2.20E+05,577817464.8,74727.53469, ,5.12E-01,3.02E-01,2.83E-01,1.74E-01,0.7732323396,0.1645175191,,0.1498357385,0.000002593132739,385633.9418,,,
2010-12-21T23:28:05.578000, 2010-12-21T23:38:05.602000,-1.250091E-09,-1.838767E-09,6.843272E-10,2.357151E-09,3939478.055,-349280.4772,-1090.839386,-4948.084586,349335.8341,21883.88358,23350.74289,21073.31283,3487735.847,291973.8969,135304.5487,,3.30E+04,2.69E+04,7.37E+08, ,2.590401E+04,0.7136984963,0.8125823678,0.6618074,2.26E-01,2613.156139,105358.3522,9.33E+04,1.34E+05,2.14E+05,1.10E+05,2.85E+03,1.03E+05,555985248,60947.07523, ,5.03E-01,5.96E-01,4.16E-01,2.60E-01,0.9122427055,0.1940941927,,0.192633325,0.000003464720075,288623.6055,,,
2010-12-22T05:11:46.548000, 2010-12-22T05:21:46.572000,1.725398E-09,-2.519762E-10,-1.026889E-10,1.749606E-09,3664747.094,-322128.2943,1505.045838,-2898.283605,322145.6249,20488.57301,24236.40988,16991.55635,3311263.421,307561.9076,133800.6732,,3.56E+04,1.75E+04,6.64E+08, ,1.993505E+04,1.056303535,1.478093432,0.7264933285,1.68E-01,2520.391591,102658.2941,1.01E+05,1.39E+05,2.43E+05,9.86E+04,2.92E+03,1.45E+05,512710686,62196.53098, ,5.20E-01,5.06E-01,3.69E-01,2.11E-01,0.8243396825,0.1753914218,,0.4009289527,0.000007819789281,127880.6837,,,
2010-12-22T06:46:44.843000, 2010-12-22T06:56:44.867000,1.536818E-09,4.656045E-11,-7.276054E-11,1.544501E-09,3560837.979,-321179.8397,2771.976088,-1108.59831,321195.433,20440.64201,24280.46185,18329.5195,3181690.612,309691.2006,134378.2837,,3.57E+04,2.04E+04,6.13E+08, ,1.785300E+04,1.310891017,1.849657893,1.054094831,1.48E-01,2484.403452,100629.6936,1.24E+05,1.70E+05,2.72E+05,1.08E+05,2.98E+03,1.64E+05,511198408.6,68586.55348, ,4.72E-01,4.13E-01,3.01E-01,1.88E-01,0.7453332799,0.1585815489,,0.1887884567,0.000003693056425,270778.4244,,,
2010-12-22T08:24:31.959000, 2010-12-22T08:34:31.983000,1.342071E-09,2.381749E-10,-6.512635E-10,1.697367E-09,3764898.087,-322721.1498,2110.199431,2141.457189,322736.915,19711.44757,24336.69216,16832.35765,3307480.58,300328.1436,132643.5004,,3.59E+04,1.72E+04,6.63E+08, ,1.908087E+04,1.067187072,1.626771722,0.7782039269,1.63E-01,2554.598364,102599.638,1.04E+05,1.41E+05,2.50E+05,1.00E+05,2.92E+03,1.50E+05,513651753.4,62569.62839, ,5.13E-01,4.96E-01,3.65E-01,2.06E-01,0.8209282468,0.1746655844,,0.3663223442,0.000007131725761,140218.5156,,,
2010-12-22T13:32:34.205000, 2010-12-22T13:42:34.229000,-7.467214E-10,-1.651731E-09,5.770748E-10,1.923560E-09,5037384.335,-322127.8516,-4382.209011,9509.438666,322299.4812,17419.79949,18414.49727,16894.98793,4009303.634,290693.5481,123714.6714,,2.05E+04,1.73E+04,9.74E+08, ,1.869400E+04,0.8683242773,0.9703208719,0.8167918804,1.84E-01,2954.939279,112961.8122,9.17E+04,1.59E+05,1.98E+05,9.84E+04,2.65E+03,9.99E+04,512955555.9,63298.63833, ,5.21E-01,5.59E-01,3.22E-01,2.59E-01,0.8103737607,0.1724199491,,0.3681221881,0.000007176492853,139343.83,,,
2010-12-22T15:02:09.857000, 2010-12-22T15:12:09.880000,1.357039E-09,-9.152377E-10,-5.264598E-10,1.767484E-09,4688988.188,-309419.6489,-2989.122476,4758.356564,309471.3925,18943.04595,19743.27495,18516.42506,3761436.017,303763.6375,129553.7769,,2.36E+04,2.08E+04,8.57E+08, ,1.780389E+04,1.132060747,1.229726392,1.081644112,1.69E-01,2850.92365,109414.2825,1.09E+05,1.81E+05,2.19E+05,1.03E+05,2.74E+03,1.17E+05,492539018.6,67704.52122, ,4.79E-01,4.50E-01,2.72E-01,2.24E-01,0.7274832016,0.1547836599,,0.1591485336,0.000003231186314,309483.8561,,,
2010-12-22T17:26:28.068000, 2010-12-22T17:36:28.092000,8.336688E-10,-1.279324E-09,9.926286E-10,1.920139E-09,4653806.033,-309097.8517,-6881.619346,6855.81772,309257.3101,17519.58626,19154.77091,16634.50286,3736769.612,305995.3815,124939.2681,,2.22E+04,1.68E+04,8.46E+08, ,1.941456E+04,0.8143151871,0.9734166438,0.7341156711,1.84E-01,2840.208066,109054.9388,9.04E+04,1.52E+05,2.04E+05,1.00E+05,2.75E+03,1.04E+05,492198295.9,62644.42478, ,4.91E-01,5.44E-01,3.25E-01,2.41E-01,0.7857016768,0.1671705695,,0.1498117794,0.000003043728121,328544.4561,,,
2010-12-22T19:42:44.199000, 2010-12-22T19:52:44.223000,1.045700E-09,-2.360266E-10,1.467658E-09,1.831789E-09,5443904.403,-309341.2003,-2335.758293,4012.705669,309377.5615,17009.4308,20454.43358,14991.16129,4461060.494,300224.34,118001.8813,,2.53E+04,1.36E+04,1.21E+09, ,1.712455E+04,0.9866002087,1.426712797,0.7663588813,1.75E-01,3071.858894,119156.0872,8.54E+04,1.30E+05,2.03E+05,8.60E+04,2.52E+03,1.17E+05,492389682,56316.14162, ,5.72E-01,5.76E-01,3.78E-01,2.43E-01,0.8743313513,0.1860279471,,0.2525475845,0.000005129018616,194969.072,,,
